chr	pos 	N	X
chr21	41420909	2	0
chr21	41422014	1	0
chr21	41422060	1	1
chr21	41422093	1	1
chr21	41422267	1	1
chr21	41422329	3	1
chr21	41422353	3	2
chr21	41422674	2	0
chr21	41422851	1	1
chr21	41422927	3	3
chr21	41422950	3	3
chr21	41422954	3	3
chr21	41422987	2	1
chr21	41423006	1	1
chr21	41423099	4	4
chr21	41423121	4	4
chr21	41423133	3	3
chr21	41423146	2	2
chr21	41423156	2	2
chr21	41423171	1	1
chr21	41423243	3	3
chr21	41423287	2	2
chr21	41423316	1	1
chr21	41423364	1	1
chr21	41423412	1	0
chr21	41423624	3	3
chr21	41423643	3	3
chr21	41423648	3	3
chr21	41423822	2	2
chr21	41423847	3	2
chr21	41423931	1	0
chr21	41424002	2	1
chr21	41424031	1	1
chr21	41424654	1	1
chr21	41424862	2	1
chr21	41424926	3	3
chr21	41425009	1	0
chr21	41425141	1	1
chr21	41425541	1	1
chr21	41425561	1	1
chr21	41425727	1	1
chr21	41425781	1	1
chr21	41425788	1	1
chr21	41425972	1	0
chr21	41425991	1	0
chr21	41426012	1	0
chr21	41426026	2	0
chr21	41426054	2	0
chr21	41426060	2	0
chr21	41426070	2	0
chr21	41426077	2	0
chr21	41426079	2	0
chr21	41426087	3	0
chr21	41426089	3	0
chr21	41426109	1	0
chr21	41426129	1	0
chr21	41426137	1	0
chr21	41426141	1	0
chr21	41426147	1	0
chr21	41426184	1	0
chr21	41426187	1	0
chr21	41426189	1	0
chr21	41426194	1	0
chr21	41426204	2	0
chr21	41426206	2	0
chr21	41426220	2	0
chr21	41426225	2	0
chr21	41426231	2	0
chr21	41426238	2	0
chr21	41426253	2	0
chr21	41426262	3	0
chr21	41426272	3	0
chr21	41426287	3	0
chr21	41426298	3	0
chr21	41426300	3	0
chr21	41426309	4	0
chr21	41426311	4	0
chr21	41426332	4	0
chr21	41426335	4	0
chr21	41426339	4	0
chr21	41426344	3	0
chr21	41426354	2	0
chr21	41426359	2	0
chr21	41426366	2	0
chr21	41426372	1	0
chr21	41426375	1	0
chr21	41426389	2	0
chr21	41426436	2	0
chr21	41426446	2	0
chr21	41426452	2	0
chr21	41426459	2	0
chr21	41426502	1	0
chr21	41426526	1	0
chr21	41426528	1	0
chr21	41426586	1	0
chr21	41426603	1	0
chr21	41426613	1	0
chr21	41426616	1	0
chr21	41426635	1	0
chr21	41426641	1	0
chr21	41426643	1	0
chr21	41426650	1	0
chr21	41426660	1	0
chr21	41426664	1	0
chr21	41426667	1	0
chr21	41426806	1	0
chr21	41426820	1	0
chr21	41426822	1	0
chr21	41426838	1	0
chr21	41426886	1	0
chr21	41426889	1	1
chr21	41426891	1	0
chr21	41426902	1	1
chr21	41426910	2	0
chr21	41426920	2	0
chr21	41426930	3	1
chr21	41426936	3	0
chr21	41426949	3	2
chr21	41426956	4	4
chr21	41426977	4	0
chr21	41426997	5	0
chr21	41427016	3	3
chr21	41427052	3	2
chr21	41427102	6	4
chr21	41427139	5	5
chr21	41427141	5	4
chr21	41427159	2	2
chr21	41427214	2	2
chr21	41427223	2	1
chr21	41427244	2	2
chr21	41427253	2	2
chr21	41427262	2	2
chr21	41427264	2	2
chr21	41427273	2	2
chr21	41427596	1	1
chr21	41427783	1	1
chr21	41427794	1	1
chr21	41427841	1	1
chr21	41427844	1	1
chr21	41427889	1	1
chr21	41427944	3	1
chr21	41427966	2	2
chr21	41427991	1	1
chr21	41428008	1	1
chr21	41428152	2	1
chr21	41428187	2	1
chr21	41428251	2	2
chr21	41428459	2	2
chr21	41428506	1	1
chr21	41428512	1	1
chr21	41428570	2	2
chr21	41428576	2	2
chr21	41428602	2	2
chr21	41428610	2	2
chr21	41428628	2	2
chr21	41428752	1	1
chr21	41428767	1	1
chr21	41428900	5	5
chr21	41429015	2	1
chr21	41429210	1	1
chr21	41429223	1	1
chr21	41429260	1	1
chr21	41429284	1	1
chr21	41429532	3	3
chr21	41429623	2	2
chr21	41429764	1	1
chr21	41429776	1	1
chr21	41429822	2	2
chr21	41429832	2	2
chr21	41429864	2	2
chr21	41430038	2	2
chr21	41430100	1	1
chr21	41430255	1	1
chr21	41430270	1	1
chr21	41430407	2	2
chr21	41430439	2	2
chr21	41430482	2	2
chr21	41430491	2	2
chr21	41430493	1	1
chr21	41430760	1	1
chr21	41431045	1	0
chr21	41431053	1	1
chr21	41431061	1	1
chr21	41431237	3	3
chr21	41431242	3	3
chr21	41431305	4	4
chr21	41431406	1	1
chr21	41431536	1	0
chr21	41431623	1	1
chr21	41431753	1	0
chr21	41431762	1	0
chr21	41431813	2	2
chr21	41431864	2	2
chr21	41431970	1	1
chr21	41432082	3	3
chr21	41432094	3	3
chr21	41432227	2	1
chr21	41432248	3	3
chr21	41432282	3	3
chr21	41432301	1	1
chr21	41432409	1	1
chr21	41432559	1	1
chr21	41432806	1	1
chr21	41432893	1	1
chr21	41432943	1	0
chr21	41432965	1	1
chr21	41432976	1	1
chr21	41433052	1	1
chr21	41433105	1	1
chr21	41433407	1	1
chr21	41433530	2	2
chr21	41433581	1	0
chr21	41435415	1	1
chr21	41435959	1	1
chr21	41435973	1	1
chr21	41435986	1	1
chr21	41436028	1	1
chr21	41436207	2	2
chr21	41436219	1	1
chr21	41436415	1	1
chr21	41436547	3	3
chr21	41436693	1	1
chr21	41436704	1	1
chr21	41436789	2	0
chr21	41436860	3	3
chr21	41436869	3	3
chr21	41436958	4	4
chr21	41437002	4	4
chr21	41437019	4	4
chr21	41437033	3	3
chr21	41437064	3	3
chr21	41437409	1	1
chr21	41437467	1	0
chr21	41438057	1	1
chr21	41438155	2	2
chr21	41438236	2	2
chr21	41438450	2	2
chr21	41438548	1	1
chr21	41438565	1	1
chr21	41438578	3	1
chr21	41438617	5	5
chr21	41438643	4	4
chr21	41438670	4	4
chr21	41438691	4	4
chr21	41438751	2	1
chr21	41438901	1	1
chr21	41439027	2	2
chr21	41439468	3	0
chr21	41439644	1	0
chr21	41439707	1	1
chr21	41439710	1	1
chr21	41439879	1	1
chr21	41439884	3	3
chr21	41439942	3	3
chr21	41440372	1	1
chr21	41440427	1	0
chr21	41440964	3	0
chr21	41441006	3	2
chr21	41441024	4	4
chr21	41441072	3	3
chr21	41441082	2	2
chr21	41441191	1	1
chr21	41441363	1	1
chr21	41441450	3	3
chr21	41441455	4	4
chr21	41441473	4	4
chr21	41441530	8	8
chr21	41441532	9	8
chr21	41441540	9	9
chr21	41441560	8	8
chr21	41441638	2	2
chr21	41441644	1	1
chr21	41441658	1	1
chr21	41441673	2	1
chr21	41441685	2	2
chr21	41441711	1	1
chr21	41441725	1	1
chr21	41441771	2	2
chr21	41441778	2	2
chr21	41441786	2	1
chr21	41441864	2	2
chr21	41441918	2	2
chr21	41443280	1	1
chr21	41443909	1	1
chr21	41443913	1	1
chr21	41444588	3	3
chr21	41444605	2	2
chr21	41444632	3	3
chr21	41444710	1	0
chr21	41444769	1	1
chr21	41444773	1	1
chr21	41444812	2	2
chr21	41444904	1	1
chr21	41444959	3	3
chr21	41444984	1	1
chr21	41444991	1	1
chr21	41445233	3	2
chr21	41445305	2	0
chr21	41445381	1	1
chr21	41445525	1	1
chr21	41445533	2	2
chr21	41445540	2	1
chr21	41445688	1	0
chr21	41445761	1	1
chr21	41445779	1	1
chr21	41445798	1	1
chr21	41445929	2	2
chr21	41446072	2	2
chr21	41446090	1	1
chr21	41446095	2	2
chr21	41446179	1	0
chr21	41446863	1	1
chr21	41446879	3	3
chr21	41447038	2	0
chr21	41447411	4	4
chr21	41447534	2	2
chr21	41447690	1	1
chr21	41447804	1	1
chr21	41447838	1	1
chr21	41447949	2	2
chr21	41448357	1	1
chr21	41448498	4	4
chr21	41448504	4	4
chr21	41448527	1	1
chr21	41448533	1	1
chr21	41448543	1	0
chr21	41448792	2	2
chr21	41448837	2	0
chr21	41448848	1	1
chr21	41449184	1	1
chr21	41449234	1	1
chr21	41449266	1	1
chr21	41449288	1	1
chr21	41449293	1	1
chr21	41449348	1	1
chr21	41449544	1	1
chr21	41449604	2	2
chr21	41449750	4	4
chr21	41449819	1	0
chr21	41449821	1	1
chr21	41450003	1	0
chr21	41450252	1	1
chr21	41451398	2	2
chr21	41451441	4	4
chr21	41451468	2	2
chr21	41451963	3	3
chr21	41452096	3	1
chr21	41452387	2	2
chr21	41452400	2	2
chr21	41452479	1	1
chr21	41452481	1	1
chr21	41452506	1	0
chr21	41452522	1	0
chr21	41452543	1	0
chr21	41452675	1	1
chr21	41452814	1	1
chr21	41452873	3	3
chr21	41452879	3	3
chr21	41452881	4	4
chr21	41452925	1	1
chr21	41452961	2	2
chr21	41452977	1	1
chr21	41453074	2	2
chr21	41453117	3	3
chr21	41453148	1	1
chr21	41453151	1	1
chr21	41453366	1	1
chr21	41453372	1	1
chr21	41453535	1	1
chr21	41453808	2	1
chr21	41453842	2	2
chr21	41454152	1	1
chr21	41454245	2	2
chr21	41454448	2	2
chr21	41454605	2	2
chr21	41454607	2	2
chr21	41454636	2	2
chr21	41454762	1	1
chr21	41455189	1	1
chr21	41455223	1	1
chr21	41455287	3	3
chr21	41455331	3	3
chr21	41455403	3	3
chr21	41455511	2	2
chr21	41455549	2	2
chr21	41455650	1	1
chr21	41455791	1	1
chr21	41455991	2	1
chr21	41456062	2	2
chr21	41456069	2	2
chr21	41456426	1	1
chr21	41456589	1	1
chr21	41456615	2	2
chr21	41456725	1	1
chr21	41456908	1	1
chr21	41456922	1	1
chr21	41456950	2	2
chr21	41456985	2	2
chr21	41457006	1	1
chr21	41457859	1	1
chr21	41458064	2	2
chr21	41458066	2	2
chr21	41458139	3	3
chr21	41458176	1	1
chr21	41458178	1	1
chr21	41458416	2	1
chr21	41458540	2	2
chr21	41458589	1	1
chr21	41458593	1	1
chr21	41458666	2	2
chr21	41458671	2	2
chr21	41458680	2	2
chr21	41458687	2	2
chr21	41458705	3	3
chr21	41458714	3	3
chr21	41458721	2	2
chr21	41458729	3	3
chr21	41458732	3	3
chr21	41458735	3	3
chr21	41458752	3	3
chr21	41458777	3	3
chr21	41458783	3	3
chr21	41458789	2	1
chr21	41458806	4	4
chr21	41458812	2	2
chr21	41458831	3	3
chr21	41458865	6	5
chr21	41458879	6	6
chr21	41458886	6	5
chr21	41458970	2	2
chr21	41458992	2	2
chr21	41459025	2	2
chr21	41459150	2	1
chr21	41459160	1	1
chr21	41459168	1	1
chr21	41459241	3	3
chr21	41459285	4	3
chr21	41459305	4	4
chr21	41459409	2	1
chr21	41459507	2	2
chr21	41459525	2	2
chr21	41459535	2	2
chr21	41459562	2	2
chr21	41459567	2	1
chr21	41459594	1	1
chr21	41459665	2	0
chr21	41459721	1	1
chr21	41459855	3	3
chr21	41459876	3	3
chr21	41459941	1	1
chr21	41459956	3	3
chr21	41460045	1	1
chr21	41460081	3	3
chr21	41460260	1	1
chr21	41460389	2	1
chr21	41460445	1	1
chr21	41460482	1	1
chr21	41460524	1	1
chr21	41460633	2	2
chr21	41460890	1	0
chr21	41461067	6	6
chr21	41461143	2	2
chr21	41461163	3	2
chr21	41461320	1	1
chr21	41461327	1	1
chr21	41461359	1	0
chr21	41461436	2	0
chr21	41462087	2	2
chr21	41462231	1	0
chr21	41462566	3	3
chr21	41462671	1	0
chr21	41463579	1	1
chr21	41463794	1	1
chr21	41463968	3	3
chr21	41464686	1	0
chr21	41465036	1	1
chr21	41465039	1	1
chr21	41465516	4	4
chr21	41465591	2	2
chr21	41465727	2	2
chr21	41466077	3	3
chr21	41466115	4	4
chr21	41466118	4	4
chr21	41466127	2	2
chr21	41466147	2	2
chr21	41466298	1	1
chr21	41466327	1	1
chr21	41466341	1	1
chr21	41466350	1	1
chr21	41466357	1	1
chr21	41466457	4	4
chr21	41466473	5	5
chr21	41466514	7	7
chr21	41466520	8	8
chr21	41466625	3	3
chr21	41466665	3	3
chr21	41466667	3	3
chr21	41466692	1	1
chr21	41466835	3	3
chr21	41467035	1	1
chr21	41467064	1	1
chr21	41467110	2	2
chr21	41467117	4	4
chr21	41467186	6	6
chr21	41467456	1	1
chr21	41467507	1	1
chr21	41467664	1	1
chr21	41467690	2	2
chr21	41467698	2	2
chr21	41467744	2	2
chr21	41467758	3	3
chr21	41467778	1	1
chr21	41467937	3	3
chr21	41467973	2	2
chr21	41467980	2	2
chr21	41467994	2	2
chr21	41468013	3	2
chr21	41468407	4	4
chr21	41468410	4	3
chr21	41468428	4	4
chr21	41468515	1	0
chr21	41468586	1	1
chr21	41468624	1	1
chr21	41468839	1	1
chr21	41468900	1	1
chr21	41468943	1	1
chr21	41468960	1	1
chr21	41468971	3	3
chr21	41469004	2	2
chr21	41469039	2	2
chr21	41469057	2	2
chr21	41469075	1	1
chr21	41469106	1	1
chr21	41469173	1	1
chr21	41469211	1	0
chr21	41469306	1	1
chr21	41469310	2	2
chr21	41469377	6	6
chr21	41469406	3	3
chr21	41469432	1	1
chr21	41469439	1	1
chr21	41469697	2	2
chr21	41469739	1	1
chr21	41469862	2	1
chr21	41469877	2	2
chr21	41469987	3	3
chr21	41470060	2	0
chr21	41470280	3	0
chr21	41470311	1	1
chr21	41470389	2	1
chr21	41470441	1	0
chr21	41470590	3	3
chr21	41470777	2	2
chr21	41471028	3	3
chr21	41471063	2	2
chr21	41471088	2	2
chr21	41471104	2	2
chr21	41471122	1	1
chr21	41471251	4	4
chr21	41471384	3	3
chr21	41471908	3	3
chr21	41471945	4	4
chr21	41471954	4	3
chr21	41472247	2	1
chr21	41472310	2	2
chr21	41472374	2	2
chr21	41472614	1	1
chr21	41472667	1	1
chr21	41472679	2	2
chr21	41472691	2	2
chr21	41472760	1	1
chr21	41472837	3	3
chr21	41472861	3	2
chr21	41472915	1	1
chr21	41472985	2	2
chr21	41472990	2	2
chr21	41473067	2	1
chr21	41473076	3	3
chr21	41473079	3	3
chr21	41473085	3	3
chr21	41473119	3	3
chr21	41473167	3	3
chr21	41473233	2	1
chr21	41473301	3	3
chr21	41473306	3	3
chr21	41473308	4	4
chr21	41473311	4	4
chr21	41473332	3	3
chr21	41473341	4	4
chr21	41473350	3	3
chr21	41473359	2	2
chr21	41473380	3	3
chr21	41473386	3	3
chr21	41473392	3	2
chr21	41473401	2	2
chr21	41473432	1	1
chr21	41473438	1	1
chr21	41473440	1	1
chr21	41473446	1	1
chr21	41473449	1	1
chr21	41473469	1	1
chr21	41473491	1	1
chr21	41473737	2	2
chr21	41473888	1	1
chr21	41474207	4	4
chr21	41474227	5	5
chr21	41474665	1	1
chr21	41474689	1	1
chr21	41475352	1	1
chr21	41475573	2	2
chr21	41475836	1	1
chr21	41475845	1	1
chr21	41475908	2	1
chr21	41475918	2	2
chr21	41475968	2	2
chr21	41475976	1	1
chr21	41476008	1	1
chr21	41476089	1	1
chr21	41476151	3	3
chr21	41476187	1	0
chr21	41476209	1	1
chr21	41476228	1	1
chr21	41476255	1	1
chr21	41476436	2	1
chr21	41476441	2	2
chr21	41476444	1	1
chr21	41476704	1	1
chr21	41476818	1	1
chr21	41476820	1	1
chr21	41477175	2	2
chr21	41477177	2	1
chr21	41477202	4	3
chr21	41477219	4	2
chr21	41477230	4	4
chr21	41477254	3	2
chr21	41477263	2	2
chr21	41477315	1	0
chr21	41477371	1	0
chr21	41477631	2	1
chr21	41477689	1	0
chr21	41477774	3	0
chr21	41477806	3	0
chr21	41477990	1	0
chr21	41478014	2	2
chr21	41478024	1	0
chr21	41478048	1	0
chr21	41478133	3	1
chr21	41478166	3	1
chr21	41478309	3	2
chr21	41478311	3	1
chr21	41478335	3	2
chr21	41478639	1	1
chr21	41478689	1	1
chr21	41478704	2	1
chr21	41478788	3	3
chr21	41478838	3	3
chr21	41478905	1	1
chr21	41478924	1	1
chr21	41478943	1	0
chr21	41479069	2	1
chr21	41479106	4	3
chr21	41479197	1	1
chr21	41479206	1	1
chr21	41479242	1	1
chr21	41479357	1	1
chr21	41479365	1	1
chr21	41479417	2	2
chr21	41479446	2	2
chr21	41479454	2	2
chr21	41479498	1	1
chr21	41479850	1	1
chr21	41479887	1	1
chr21	41479898	1	0
chr21	41479918	1	1
chr21	41480038	4	4
chr21	41480098	4	4
chr21	41480180	1	1
chr21	41480388	1	1
chr21	41480424	1	1
chr21	41480452	2	1
chr21	41480455	2	2
chr21	41480499	2	2
chr21	41480503	2	2
chr21	41480507	2	2
chr21	41480516	1	1
chr21	41480525	1	1
chr21	41480591	1	1
chr21	41480599	1	1
chr21	41480724	1	1
chr21	41480763	1	1
chr21	41480783	1	1
chr21	41480795	2	2
chr21	41480889	3	3
chr21	41480917	3	3
chr21	41480954	2	2
chr21	41480977	1	1
chr21	41480979	1	1
chr21	41480988	2	2
chr21	41480994	2	1
chr21	41481034	4	4
chr21	41481168	2	2
chr21	41481183	2	2
chr21	41481193	1	1
chr21	41481240	2	2
chr21	41481325	3	3
chr21	41481343	3	2
chr21	41481381	3	3
chr21	41481396	2	2
chr21	41481856	1	1
chr21	41481889	1	1
chr21	41481931	1	1
chr21	41482220	2	2
chr21	41482229	2	2
chr21	41482435	1	0
chr21	41482448	1	0
chr21	41482689	2	2
chr21	41482737	1	1
chr21	41482883	2	2
chr21	41482913	1	1
chr21	41483006	3	3
chr21	41483135	1	1
chr21	41483440	2	2
chr21	41483443	2	2
chr21	41483470	3	3
chr21	41483501	3	3
chr21	41483519	1	1
chr21	41483712	1	1
chr21	41483900	2	2
chr21	41483926	2	2
chr21	41484051	2	2
chr21	41484154	2	2
chr21	41484171	1	1
chr21	41484217	1	1
chr21	41484378	2	2
chr21	41484411	2	2
chr21	41484436	1	1
chr21	41484592	1	1
chr21	41484964	4	4
chr21	41485081	2	2
chr21	41485138	1	1
chr21	41485262	1	1
chr21	41485373	1	1
chr21	41485385	1	1
chr21	41485445	1	1
chr21	41485517	1	1
chr21	41485563	1	1
chr21	41485581	1	1
chr21	41485695	1	1
chr21	41485713	1	1
chr21	41485857	2	2
chr21	41485882	1	1
chr21	41485887	1	1
chr21	41485894	1	1
chr21	41485903	1	1
chr21	41486041	1	1
chr21	41486338	1	1
chr21	41486589	3	0
chr21	41486593	3	0
chr21	41486655	4	0
chr21	41486690	4	1
chr21	41486694	5	2
chr21	41486742	5	1
chr21	41486754	4	2
chr21	41486929	2	2
chr21	41487085	1	1
chr21	41487091	1	1
chr21	41487100	1	1
chr21	41487265	1	1
chr21	41487387	1	1
chr21	41487947	1	1
chr21	41487949	1	1
chr21	41488156	3	1
chr21	41488181	5	4
chr21	41488222	4	4
chr21	41488290	1	1
chr21	41488299	1	1
chr21	41488303	1	1
chr21	41488336	1	1
chr21	41488399	1	1
chr21	41488406	1	1
chr21	41488415	1	1
chr21	41488418	1	1
chr21	41488433	2	2
chr21	41488478	1	1
chr21	41488557	2	1
chr21	41488586	2	2
chr21	41488604	4	4
chr21	41488786	1	1
chr21	41488794	2	2
chr21	41488920	1	1
chr21	41489022	1	1
chr21	41489065	3	3
chr21	41489076	3	3
chr21	41489405	1	1
chr21	41489488	1	1
chr21	41489749	1	1
chr21	41490532	2	2
chr21	41490730	4	4
chr21	41490965	1	1
chr21	41491000	2	2
chr21	41491366	1	1
chr21	41491393	1	1
chr21	41491442	1	0
chr21	41491517	2	1
chr21	41491533	2	2
chr21	41491636	2	2
chr21	41491650	3	3
chr21	41491776	3	3
chr21	41491822	5	5
chr21	41491824	5	5
chr21	41491862	3	3
chr21	41491900	4	3
chr21	41491992	1	1
chr21	41492023	2	2
chr21	41492759	1	1
chr21	41492793	2	2
chr21	41492836	3	3
chr21	41492944	3	2
chr21	41493036	2	2
chr21	41493057	3	3
chr21	41493120	4	2
chr21	41493237	2	2
chr21	41493387	1	1
chr21	41493395	1	0
chr21	41493465	1	1
chr21	41493612	4	4
chr21	41493628	2	2
chr21	41493700	3	3
chr21	41493725	3	1
chr21	41493815	1	0
chr21	41493819	2	2
chr21	41493834	2	2
chr21	41493842	1	1
chr21	41493893	2	2
chr21	41494075	4	4
chr21	41494084	3	3
chr21	41494122	2	2
chr21	41494172	1	1
chr21	41494227	1	1
chr21	41494234	1	1
chr21	41494265	1	1
chr21	41494309	1	1
chr21	41494317	1	0
chr21	41494374	2	2
chr21	41494393	1	1
chr21	41494401	3	3
chr21	41494404	3	3
chr21	41494420	3	3
chr21	41494432	3	3
chr21	41494437	3	3
chr21	41494449	2	2
chr21	41494456	2	2
chr21	41494471	2	2
chr21	41494482	2	2
chr21	41494512	3	3
chr21	41494528	3	2
chr21	41494836	1	1
chr21	41494841	1	1
chr21	41494845	1	1
chr21	41494866	1	1
chr21	41494875	2	2
chr21	41494941	2	2
chr21	41494961	3	2
chr21	41495046	1	0
chr21	41495481	1	1
chr21	41495497	1	1
chr21	41495525	1	1
chr21	41495530	1	1
chr21	41495549	1	1
chr21	41495556	1	1
chr21	41495581	1	1
chr21	41495792	1	1
chr21	41496335	1	1
chr21	41496629	1	1
chr21	41496651	1	1
chr21	41496713	1	1
chr21	41496748	1	1
chr21	41496965	1	1
chr21	41497001	1	1
chr21	41497029	2	2
chr21	41497060	1	1
chr21	41497092	1	1
chr21	41497131	1	1
chr21	41497286	1	1
chr21	41497337	1	1
chr21	41497633	2	2
chr21	41497710	1	1
chr21	41497760	3	3
chr21	41497773	3	2
chr21	41497807	3	3
chr21	41497902	3	2
chr21	41497928	2	2
chr21	41497955	1	1
chr21	41498000	2	2
chr21	41498007	2	2
chr21	41498010	2	2
chr21	41498154	1	1
chr21	41498464	4	3
chr21	41498523	1	1
chr21	41498695	3	3
chr21	41498801	2	1
chr21	41498853	1	1
chr21	41498958	1	1
chr21	41498968	1	1
chr21	41498974	2	2
chr21	41499102	2	2
chr21	41499285	1	1
chr21	41499293	1	0
chr21	41499314	2	2
chr21	41499351	1	1
chr21	41499469	2	2
chr21	41499497	3	3
chr21	41499516	3	3
chr21	41499691	5	5
chr21	41499801	3	3
chr21	41499864	3	3
chr21	41499901	2	2
chr21	41499918	2	2
chr21	41499976	4	3
chr21	41500085	3	3
chr21	41500388	1	1
chr21	41500426	1	1
chr21	41500447	1	1
chr21	41500464	1	1
chr21	41500564	1	1
chr21	41500773	4	2
chr21	41501108	2	1
chr21	41501145	2	2
chr21	41501330	1	1
chr21	41501336	1	1
chr21	41501339	1	1
chr21	41501729	1	1
chr21	41501806	1	1
chr21	41501836	3	3
chr21	41501850	4	4
chr21	41501870	4	3
chr21	41501899	3	2
chr21	41502080	1	1
chr21	41502156	2	2
chr21	41502170	2	2
chr21	41502176	2	2
chr21	41502256	1	1
chr21	41502294	2	1
chr21	41502296	2	2
chr21	41502410	1	1
chr21	41502434	2	2
chr21	41502439	3	3
chr21	41502527	3	3
chr21	41502585	1	1
chr21	41503077	1	1
chr21	41503081	1	1
chr21	41503179	1	1
chr21	41503293	2	2
chr21	41503518	3	3
chr21	41503527	2	2
chr21	41503904	1	0
chr21	41503971	2	2
chr21	41504034	2	2
chr21	41504092	2	2
chr21	41504161	2	0
chr21	41504316	2	2
chr21	41504393	1	0
chr21	41504681	1	1
chr21	41504877	1	1
chr21	41504935	2	2
chr21	41505437	2	2
chr21	41505472	4	4
chr21	41505509	5	4
chr21	41505615	2	0
chr21	41505660	2	1
chr21	41505711	3	3
chr21	41505715	3	3
chr21	41505810	2	1
chr21	41505820	1	0
chr21	41505871	2	2
chr21	41506412	1	0
chr21	41506464	1	1
chr21	41506553	1	1
chr21	41506799	1	0
chr21	41506916	1	0
chr21	41506920	1	0
chr21	41506935	1	0
chr21	41506943	1	0
chr21	41506949	1	0
chr21	41506985	2	0
chr21	41506990	3	0
chr21	41506993	3	0
chr21	41507034	2	0
chr21	41507057	3	0
chr21	41507082	2	0
chr21	41507084	2	0
chr21	41507096	3	0
chr21	41507099	3	0
chr21	41507104	3	0
chr21	41507108	3	1
chr21	41507131	1	0
chr21	41507144	1	1
chr21	41507147	1	0
chr21	41507189	1	0
chr21	41507195	1	0
chr21	41507204	1	0
chr21	41507252	2	0
chr21	41507257	2	0
chr21	41507281	4	0
chr21	41507286	4	0
chr21	41507299	5	1
chr21	41507315	5	0
chr21	41507320	3	0
chr21	41507325	4	0
chr21	41507331	4	0
chr21	41507345	4	0
chr21	41507355	3	0
chr21	41507359	3	0
chr21	41507370	2	0
chr21	41507376	2	0
chr21	41507394	1	0
chr21	41507404	1	0
chr21	41507407	1	0
chr21	41507469	1	0
chr21	41507473	1	0
chr21	41507480	1	0
chr21	41507484	1	0
chr21	41507511	2	0
chr21	41507518	2	0
chr21	41507521	2	0
chr21	41507523	2	0
chr21	41507526	2	0
chr21	41507530	2	1
chr21	41507535	1	0
chr21	41507541	1	0
chr21	41507552	1	0
chr21	41507698	2	0
chr21	41507711	2	1
chr21	41507718	2	0
chr21	41507731	2	0
chr21	41507758	4	1
chr21	41507792	3	0
chr21	41507815	3	0
chr21	41507817	3	0
chr21	41507897	1	0
chr21	41507904	1	0
chr21	41507913	1	0
chr21	41507926	1	0
chr21	41507930	1	0
chr21	41507937	1	0
chr21	41507941	1	0
chr21	41507954	1	0
chr21	41507956	1	0
chr21	41507959	1	0
chr21	41507961	1	0
chr21	41507974	1	0
chr21	41508005	2	0
chr21	41508008	2	0
chr21	41508019	2	0
chr21	41508042	2	0
chr21	41508049	2	0
chr21	41508054	4	0
chr21	41508068	4	1
chr21	41508071	4	0
chr21	41508074	4	0
chr21	41508085	3	0
chr21	41508087	3	0
chr21	41508096	2	0
chr21	41508099	2	0
chr21	41508106	2	0
chr21	41508113	2	0
chr21	41508120	2	0
chr21	41508126	2	0
chr21	41508132	2	0
chr21	41508252	1	0
chr21	41508256	1	0
chr21	41508262	1	0
chr21	41508268	2	0
chr21	41508271	2	0
chr21	41508281	2	0
chr21	41508299	3	0
chr21	41508304	3	0
chr21	41508328	3	0
chr21	41508334	3	0
chr21	41508361	3	0
chr21	41508368	3	0
chr21	41508374	3	0
chr21	41508383	3	0
chr21	41508402	3	0
chr21	41508407	3	0
chr21	41508409	3	0
chr21	41508412	3	0
chr21	41508417	4	0
chr21	41508424	4	0
chr21	41508432	3	0
chr21	41508465	7	0
chr21	41508491	6	0
chr21	41508507	5	0
chr21	41508521	4	0
chr21	41508525	4	1
chr21	41508531	3	1
chr21	41508543	1	0
chr21	41508609	1	0
chr21	41508616	1	0
chr21	41508627	1	0
chr21	41508630	1	1
chr21	41508634	1	1
chr21	41508655	2	0
chr21	41508687	2	0
chr21	41508691	2	0
chr21	41508709	1	0
chr21	41508728	2	0
chr21	41508737	1	0
chr21	41508746	2	0
chr21	41508787	1	1
chr21	41508799	1	0
chr21	41508870	1	0
chr21	41509255	2	2
chr21	41509279	2	0
chr21	41509405	1	1
chr21	41509425	2	2
chr21	41509437	2	2
chr21	41509514	1	1
chr21	41509566	2	2
chr21	41509705	2	1
chr21	41510009	3	3
chr21	41510825	2	2
chr21	41511059	1	1
chr21	41511578	3	3
chr21	41511834	1	1
chr21	41511977	2	2
chr21	41511994	1	0
chr21	41512053	1	0
chr21	41512081	2	2
chr21	41512104	2	1
chr21	41512141	4	4
chr21	41512211	4	4
chr21	41512378	1	0
chr21	41512498	1	1
chr21	41512632	1	1
chr21	41512765	1	1
chr21	41512883	1	1
chr21	41513049	1	0
chr21	41513080	1	1
chr21	41513108	1	1
chr21	41513192	1	1
chr21	41513247	1	1
chr21	41513652	2	1
chr21	41513686	2	2
chr21	41513801	1	1
chr21	41514005	6	6
chr21	41514040	5	5
chr21	41514068	3	2
chr21	41514071	2	0
chr21	41514352	2	1
chr21	41514468	2	2
chr21	41514511	3	3
chr21	41514823	4	1
chr21	41514829	4	4
chr21	41515238	1	1
chr21	41515459	2	2
chr21	41515698	2	2
chr21	41515840	1	1
chr21	41516042	1	1
chr21	41516225	1	1
chr21	41517041	1	1
chr21	41517164	1	1
chr21	41517167	1	1
chr21	41517332	2	2
chr21	41517395	2	2
